population_thousands,industrial_output_index,avg_temperature_c,precipitation_mm,water_pricing_tier,infrastructure_age_years,leakage_rate_percent,agricultural_share_percent,conservation_programs,metering_coverage,climate_type,economic_development,water_consumption_ml_per_capita
935.0,73.55646682507818,33.1942402142707,22.70196719047958,Medium,60.81667129579156,,45.18597071298782,Basic,Partial,Semi-Arid,Low,311.8485534764728
605.0,31.471165171018544,31.82339279559168,5.239252139472816,Low,61.32364122456512,,25.363780003515643,None,Complete,Temperate,High,249.71520918565386
882.0,17.30274117850419,30.36953592820517,12.299570326145782,High,40.198934868777364,25.4848925915104,68.65232213806198,Comprehensive,Partial,Arid,High,407.1824781896603
764.0,62.868608445197204,16.89358748703205,118.41981177706072,High,17.05012171297834,11.459270089749474,,None,Complete,Temperate,High,60.42947183791637
,50.988091429621576,32.504629765064074,81.66533595528243,,43.91989847397377,23.161022471886586,48.742356814509975,Basic,Partial,Humid,Low,479.70050095862956
389.0,96.38225388235979,13.72581496684299,24.016166595449164,Low,54.707496888632356,32.06426274146786,68.86695019600802,Comprehensive,Partial,Semi-Arid,Medium,440.77884333342223
833.0,78.02623252314208,18.94845877960268,198.52117376847013,High,66.52200588563315,25.979583228657546,74.97457995264196,Basic,Partial,Arid,High,431.25769413162675
636.0,31.825539746886868,11.024532529158195,128.2732095058969,Very High,27.190140875815636,15.071944422170805,67.23381559578513,Comprehensive,Partial,Temperate,Medium,64.37934987945653
16.0,,26.649671898580763,125.83158790437389,Medium,51.220328145847674,28.731128637810997,53.13193745724142,None,Complete,Semi-Arid,Low,208.15125542413895
441.0,44.11810509392207,29.88922911582074,32.69003467668132,Medium,16.740510455923122,10.506427260214112,21.864903671203493,Basic,Complete,,Low,394.25196755855296
694.0,53.79398729584616,27.909993127623157,25.258340284866787,High,24.30802454273945,34.337831346279295,37.89000060750961,Comprehensive,Partial,Arid,,417.9827453937159
137.0,29.75983762092813,23.415385253580848,170.37860932037648,Medium,34.04377858901944,7.439144954177115,56.452191116036545,Comprehensive,Complete,Temperate,,383.9142482788376
818.0,80.67163871516088,10.4933942368539,298.83005376858347,Low,54.50618019433922,,25.328567307605425,None,Partial,Arid,High,306.8238386832389
830.0,97.98007460032026,33.9242245862643,2.3817775578396594,Very High,22.03234243646522,7.921917799411188,14.33182851737973,,Partial,Humid,Medium,
285.0,61.68221485530909,11.515949388408998,256.29695365479347,,78.96875154759572,38.313893012510576,36.78691997366349,None,Partial,Temperate,Medium,384.80904271422685
437.0,45.38028735807386,12.42199090753756,78.3262430549754,Low,94.43275696907342,,20.986172158207765,Comprehensive,Partial,Semi-Arid,Medium,459.93379445105
362.0,0.4360588939443688,32.856122186690456,22.371524241857866,High,49.96199103601415,21.425248492856845,45.10527841010948,Basic,Partial,Arid,Low,
318.0,28.808941305520918,18.964479865441902,209.16161274797398,High,54.8776586687224,36.66145945626813,12.45927132609519,Basic,Complete,Temperate,Medium,361.86139074783034
373.0,71.74942423947421,26.18767863255185,9.370103765269377,Very High,52.41305384500431,38.48689595057842,53.64439593553692,Comprehensive,Partial,Arid,Low,137.87326449294522
350.0,52.51905440654355,22.128335143355834,213.9095846522369,Medium,48.21702371002176,11.696109375025435,74.13242930560713,Comprehensive,Complete,Temperate,Medium,149.20697574018385
527.0,99.55868878512449,25.477474196393274,299.15165914045224,,99.7040450358147,39.46476940222418,19.279674038790795,,Complete,Arid,Low,203.89385439664832
428.0,,23.600719329732442,47.66003934086621,High,23.820947823449696,23.240877748960813,,Comprehensive,Partial,Humid,Low,186.29632853248913
102.0,10.426828680143663,25.96496860828915,50.272434935475076,Low,38.48061351881285,28.578724209525813,1.2698009100864116,Comprehensive,Partial,Humid,High,169.16291035844642
979.0,89.20179962782001,26.0177000229072,214.85745714389503,Medium,87.01134307755446,35.99242073670017,4.608326999295125,Advanced,Complete,Humid,High,158.91735886493484
986.0,96.14711722170632,,28.4885393928068,Low,67.9183602288364,37.97903260296209,36.88334948202063,Advanced,,Temperate,Medium,399.0237550839152
383.0,8.499938424130471,15.019951649256956,216.03144465680714,High,15.163195161900552,34.54210514765283,,Basic,,Temperate,High,463.9015844236368
835.0,4.123725190090866,16.316825814591443,15.28395929505959,High,84.16705268665991,19.0873080730141,27.82364763591998,None,Complete,Semi-Arid,Low,271.7874220624175
235.0,15.045707021298927,10.281144332216662,115.8763511386704,Very High,75.86971967378572,16.364582803828128,12.20100996068342,None,Complete,Humid,Low,468.20677311490095
742.0,31.322260990930317,27.942687285720705,129.80245550679348,Very High,33.968482873323154,29.351289101923726,60.16132740451906,None,Partial,Semi-Arid,Low,334.14824891035454
131.0,64.72887056778961,15.826528554881444,118.32090781143002,High,40.647683675904524,26.05776250319454,77.04601765402408,Basic,Complete,Humid,Low,444.0871301656547
121.0,92.66302449570274,16.16890775806451,200.5700366992457,Low,77.49276255681126,9.297353111684709,79.86518587475256,,,Arid,Medium,68.2107288149374
40.0,23.774214482591805,11.144242368683503,223.35730454223645,Low,58.62205546652519,9.256663712429003,27.711468957489345,Basic,Partial,Temperate,High,404.0383607362732
144.0,0.6221727168871372,26.484377716574595,,High,,31.370634220827387,9.127851697715084,None,Partial,Semi-Arid,Medium,348.5826179102823
39.0,4.356562286225929,24.868488158851335,120.04110971256708,Very High,,37.6217358835329,8.134948402987305,Advanced,Complete,Arid,Low,338.3016102987686
172.0,77.95188130670456,21.20258926802373,222.9976977846445,Very High,35.64487611922115,25.351136917580156,56.44633478338913,Advanced,Partial,Temperate,Low,350.45960233680125
196.0,33.69904341085449,23.74012580430439,116.4917492931432,Medium,40.74620521438594,9.170782984347397,46.55972039773606,Comprehensive,Partial,Humid,Low,335.57375380666906
370.0,91.11314328998279,15.564635737639293,212.6508317665312,Medium,77.05499477279439,38.13145097470276,20.063648919135026,None,Complete,Semi-Arid,Low,253.8077954866456
456.0,49.86142859132898,18.252561798703972,99.63824299947954,Very High,46.58813934465757,7.159979968633656,30.602320077519344,Advanced,Complete,Semi-Arid,High,135.51007106713394
689.0,45.31483099611714,20.673676130278047,266.45747385372084,Low,37.49818712533032,24.990242676103325,2.073763863007878,,Partial,Humid,Low,96.75850776773173
942.0,21.449697263501854,15.674682247132562,124.8323150291275,Low,13.072991224630147,9.980588257582014,,Basic,Complete,Humid,High,79.38018889635764
523.0,61.60605602310194,15.39145236205422,297.06138626424115,Medium,62.3694393525154,18.154662657668922,18.620431588205886,None,Partial,Arid,,68.12071641767149
984.0,97.16986575497481,29.45503016315807,8.19604939383466,,10.242233313331282,25.321610150429663,67.9774179369471,Basic,Complete,Semi-Arid,,215.89161959498878
241.0,90.58488878160875,13.449612453311873,115.2390518290221,Very High,69.81896849283882,34.9953635024923,39.93233404598495,Comprehensive,Partial,Humid,Low,164.1968388234469
44.0,1.857216845925047,17.870400770245055,81.719444741939,Very High,78.67670729331594,10.16692242101167,38.90090765497562,Basic,Complete,Semi-Arid,,64.66800262657777
975.0,76.83694445899633,11.774505101937446,289.2695005114006,Medium,84.98593406202086,19.33720084743218,,Advanced,Partial,Temperate,Low,290.43654491247224
894.0,72.59923789254863,10.794806849733757,14.868809705170595,High,53.996589542291915,27.065437860757804,17.683216377690414,Comprehensive,Complete,Semi-Arid,Low,352.2257780673943
315.0,20.983785955427127,15.908513760414877,184.62752704301704,High,94.57967665063833,5.370785250409297,32.805695565007156,None,Partial,Humid,Low,297.6056393012781
252.0,61.2244785247205,11.367334200698014,214.83099356042743,Low,82.28901779881234,9.246716811690627,73.96043378848644,Advanced,Complete,Semi-Arid,Medium,265.82793885738147
422.0,3.820091430543715,15.275952140849768,71.88772121958145,Low,86.9432440688388,30.51192386102165,42.0955324062279,Advanced,Complete,Semi-Arid,Low,334.14010630711846
727.0,3.724987739341845,21.64485100467439,251.33268403222434,Medium,65.1619243661045,34.475244009810126,23.893558405116487,Advanced,Complete,Temperate,Low,102.3750868734115
14.0,47.823703511703755,18.46806759896627,194.82008470993102,High,91.76232002077518,25.357434544631907,50.77419350622143,Advanced,Partial,Semi-Arid,Medium,479.17298276266126
536.0,36.9482770657552,17.032846147878082,242.39522234565254,Low,18.745254845180597,22.310964635367046,74.04333116509939,Basic,,Semi-Arid,High,225.32173765265298
555.0,24.65232405554968,20.510542747288923,228.16241084154981,Very High,80.59791570873575,24.87318864789254,46.725151794037565,Basic,Partial,Arid,Medium,499.45226683026016
315.0,75.51591009621052,23.9331376252296,269.4267725971783,Medium,41.566237764576044,37.59115866965544,54.45242588372234,None,Partial,Semi-Arid,Medium,191.4336065149872
725.0,63.414573144716826,,219.6230484411493,Low,15.750225009603989,7.119843463468353,40.11463039669512,Advanced,Partial,Semi-Arid,High,308.21644431428905
69.0,23.31533376067434,21.028383653476723,145.74905501542108,Very High,,32.42363183633102,15.587633318729717,None,,Temperate,Low,388.3837185168756
372.0,34.10597390095439,,247.70557029640753,Very High,42.870854107311814,17.58918666890817,62.21808287237884,None,Partial,Semi-Arid,High,323.9159581986761
176.0,99.45942909048728,11.452012239461318,86.94598054022906,Low,49.71657893835106,11.378071156309186,54.507763756496885,None,Partial,Semi-Arid,Medium,286.5995648654858
160.0,31.575260607465484,16.69541455908208,197.40310159771002,High,54.05059735555939,32.08345912225514,42.51211982303624,Advanced,Partial,Semi-Arid,Low,411.2831755614918
332.0,91.09214411937735,22.488721036226366,277.3964077932533,Medium,98.1718326799083,34.66328218083889,11.922853074306472,,Partial,Arid,Low,393.1393670168412
729.0,78.25984694005356,26.775679166740364,240.44885693463414,Very High,58.297055730405106,14.976004708752725,64.15515881635672,Advanced,Partial,Temperate,Low,182.1247401019331
711.0,30.707197088750515,32.27936325808331,223.87811046805888,High,28.381950325864356,17.386239244376863,50.91903357306624,Basic,Complete,Arid,Medium,232.98870082160636
136.0,63.097925717453606,22.78871941387944,153.6551295102515,Low,12.485739811403391,6.040909041659013,73.42892054662977,Advanced,Partial,Temperate,High,239.14965416100472
129.0,95.98029682984912,19.315038402418985,17.793700493251496,Very High,55.79191481047375,27.54838220709427,12.735975726145012,Advanced,Partial,Semi-Arid,High,
35.0,93.12856635332281,,110.43404441695334,Very High,49.5378023293367,35.44551916940329,9.476989846079693,Advanced,Partial,Humid,Low,226.1129595537883
572.0,28.456580428721878,18.63838115102216,293.47177010840414,Medium,31.29414067560339,24.522718012533964,63.0379760491021,Advanced,Partial,,Low,232.33605820356556
329.0,55.27445637605114,15.46960332507675,257.6699750210737,Medium,59.36570668489067,6.8140789506003685,0.535174510352876,Advanced,Complete,Semi-Arid,Low,352.53016330750506
604.0,74.07248096167956,34.17459765619385,,Very High,,16.38962254220077,39.170836904931825,Advanced,Complete,,,101.28614058477908
507.0,,28.311340935505154,292.400216192996,Very High,58.73930357503157,13.935435021471212,36.79837509596421,Basic,Complete,Temperate,High,366.9271776977027
68.0,17.873906335666945,16.660328365438254,65.69146615595727,Low,12.099583805248606,17.468889942460898,43.07945695602426,Basic,Partial,Semi-Arid,Low,215.2200923454523
855.0,5.050517832007639,16.95485789528646,15.071321297674379,Very High,26.695114262206427,9.684767585142472,8.701061016615075,,Partial,Temperate,High,459.97337912587915
321.0,89.97682165356804,12.387579676868548,4.766964889171376,High,51.51998047175881,36.321084885248396,23.42050902813174,Basic,Partial,Semi-Arid,Medium,196.43548975334576
61.0,80.56743673629751,12.801718681140464,148.4387881181659,Very High,59.05869723292959,15.980316731750252,20.06913681590266,Basic,Partial,Humid,Low,218.72626506142086
310.0,61.89854045088694,14.562561513096767,264.78598062691555,Low,47.45293866150112,9.027735950043912,9.130523204560381,Advanced,Complete,Semi-Arid,Low,174.50515764881027
782.0,91.32856117479076,32.61702645189334,236.1143957871234,Very High,95.40913996831473,30.016643556617765,27.38872833461909,Basic,Complete,Temperate,High,451.58709089202637
862.0,47.46898371995154,12.19009487382221,254.82340925220873,Low,61.45999174686378,21.0025266246862,2.487360645809824,Advanced,Partial,Semi-Arid,High,
,,27.22490813868715,56.63655413400435,Medium,36.845023910442976,19.529143188662232,,Advanced,Partial,Semi-Arid,High,268.3281565849138
903.0,62.44565916221303,13.941109517091562,9.452832528528655,Very High,98.55500300968455,20.7130864109314,16.54079149123147,Basic,,Semi-Arid,Low,99.91056082613076
,,,237.04418966112144,High,97.11729354169037,19.930065234336674,42.880353663273326,Comprehensive,Partial,Humid,Low,160.43459530237735
131.0,2.9403589039529887,28.951119685389305,126.01761203765987,Low,71.76123010877163,5.305428884160966,3.9085549674505415,Comprehensive,Complete,Semi-Arid,High,432.8308732762248
411.0,60.83227301873391,21.519460161755283,243.26617203365308,Medium,27.749079968063253,30.118705319411962,44.19948317967352,Advanced,Partial,Humid,Medium,428.1638687013721
234.0,89.27843147620574,27.150301269381956,264.4849252828734,Very High,11.063082749786572,27.75276443372928,56.099222623521726,Comprehensive,Partial,Semi-Arid,Medium,491.38522795365554
497.0,20.191761123255812,25.29113284600011,201.74047167809505,Low,93.01597244390084,36.04549815030872,78.60697569155914,Comprehensive,Complete,Semi-Arid,Medium,336.52391164463364
858.0,11.281335399454429,24.05574428637197,145.78214083432636,High,90.2494964427914,34.76697118656628,49.54505193080956,Advanced,Complete,Humid,Low,179.79788951003104
295.0,20.386516750859208,16.749150754759178,182.44094505563046,High,,26.662314138052587,20.376195010651983,None,Partial,Semi-Arid,High,124.45304791437296
834.0,82.42042930198977,13.064433595403637,216.48999701085842,Very High,34.23298543539747,10.782554089405963,66.53466090583427,Advanced,Partial,Humid,Medium,438.09552301652724
675.0,78.14631475259638,16.11671363545922,215.90091516493047,,72.29062495021859,,72.87450367207644,Basic,Complete,Semi-Arid,Low,94.79389881812921
201.0,24.451636780774155,29.15984809520322,175.77195464796546,Medium,17.803266313476094,32.469968245491245,38.98320471108797,Basic,Partial,Temperate,Low,403.47222057967497
573.0,49.7269040413704,11.618410828074444,14.465176035329886,,85.37473563059086,26.76248108713581,76.47284584027841,Advanced,Complete,Humid,Low,162.6748086712558
317.0,41.07811894137434,33.08165355016459,110.96600134688954,Low,94.88793785272286,31.14465074266439,28.050942844164464,None,Partial,Semi-Arid,High,271.1070281674463
639.0,8.893670555452605,30.28068123374366,,High,46.35032658872059,19.046828245583004,19.833935425763876,Comprehensive,Partial,Semi-Arid,,155.781483645928
30.0,54.67783128651905,15.118544314819829,1.3848318690824923,Low,77.91065102526369,28.79487500851182,27.17715064491907,Comprehensive,Partial,Temperate,Medium,176.61488718638
283.0,84.29389612320807,23.136684454332116,261.93286909123776,Low,14.305896059353762,16.74653266350689,5.702317293914572,,Partial,Arid,Medium,
,41.79572721086512,30.592205836664476,205.33772118896977,Medium,29.353180150665914,31.043820206708062,63.584728810974255,Advanced,Partial,Humid,Medium,174.3136975976339
250.0,1.6190633839947788,15.552265388724253,178.8903882143137,Medium,48.590720599684786,20.252790679943757,21.27328320164225,Comprehensive,Complete,Humid,High,439.03392097550056
826.0,43.70077037556579,18.075395443578707,238.49701173290003,Low,46.87149403550058,35.026819707353866,55.899297887335976,Basic,Partial,Temperate,High,425.39840066694495
974.0,75.52806935416528,30.128286916927095,103.50023617351187,High,78.65372088265691,29.687206574403774,30.258934508185106,Comprehensive,Partial,Semi-Arid,Low,201.75851573620767
,26.975776300456744,33.190410410716254,123.74327142387722,High,62.85712436744317,,67.85950174056609,Comprehensive,Complete,Semi-Arid,Medium,245.68773397096018
654.0,38.89816457024139,34.965364275260065,287.7675450912818,Very High,74.3428434929196,,8.87862290668835,Basic,Partial,Semi-Arid,High,186.88789556423202
546.0,72.3405970000077,24.543673354141468,223.84143508144197,Very High,32.39918017735454,24.14862638441629,37.58220234965887,Advanced,Complete,Temperate,Medium,494.29603951764403
873.0,58.67832510509935,17.742509832539664,132.087656058939,High,29.00372157929296,36.703941087101285,42.11362574483789,Advanced,Complete,Humid,Low,436.9814654441797
540.0,8.556679022908165,19.176458925134995,54.41714923768123,Low,88.35429339270114,29.651249864314472,73.00295759539033,Advanced,Complete,Semi-Arid,,406.19971157230935
588.0,,18.50664486187287,192.01691287171545,Very High,87.70197834796389,8.738956717264102,70.73537541854186,Advanced,Partial,Arid,Low,433.8662036803959
408.0,37.622655409746876,15.807028541578656,249.41820002990724,Very High,96.60649388576894,10.333934936204516,12.57205800105714,Basic,Complete,Humid,Low,54.054790303880615
424.0,31.103346355208362,24.883521017059223,185.28785648343774,Very High,88.871104337861,6.825360463951929,72.08388671024751,Comprehensive,Complete,Semi-Arid,Low,278.3415584715759
445.0,66.78089821602317,32.91034960941621,57.39585693444458,Low,56.78800724766954,17.293296427405664,56.04861335698109,Comprehensive,Complete,Humid,Low,55.78207184635138
940.0,85.21947633882047,24.496437533245775,173.9782395701575,,48.98568051083453,17.296431788559516,78.80035999386126,None,Complete,Humid,Medium,404.9775833241251
308.0,40.38421162387954,19.022263624360907,44.127571020060316,Medium,15.527574961910869,33.90235733062353,35.716844776737524,Basic,Complete,Semi-Arid,Low,182.38477746551544
362.0,32.81745436874871,17.022894349859705,6.304746475770163,Very High,,14.311784381529627,46.70062024076565,Basic,Complete,Arid,Medium,319.7830494292101
979.0,82.64843859275857,34.51125240905761,201.62735119017512,,21.4728346975178,19.67375099349561,61.00345125548195,Basic,,Humid,Medium,147.32769233700463
325.0,3.2057574023469204,24.911637763542117,,High,15.53513432567905,8.679444084211623,65.62220592861303,Advanced,Partial,Temperate,Low,89.9275253851525
990.0,56.37016211885453,14.771135114147329,274.56483917404194,Low,52.14101631833773,21.368378131642285,3.039539470510171,Basic,Partial,Temperate,Medium,
831.0,25.61410963437768,20.26993501488856,194.1925346363093,Very High,16.343105469355006,21.73658706913573,49.122627384496546,None,Partial,Temperate,Low,411.24934678622907
195.0,10.187490346045225,26.984038530692228,149.98947215402964,Low,63.76829795332912,27.48261047877117,29.06633130072649,Advanced,Partial,Semi-Arid,Low,75.33962532367133
,89.20653959989355,27.85159736591862,153.56165031077867,High,96.37169213704652,36.10535664653771,79.4317661603415,Comprehensive,Partial,Humid,Low,59.74177764960733
918.0,14.041988758299627,33.971743929915064,295.42591041831224,High,58.27039788898433,32.34973662547378,51.773152242124844,Basic,Partial,Arid,High,446.050460606775
140.0,,28.45577273116526,92.62055769902302,High,74.3923954791568,,55.58944938724456,Advanced,Partial,Arid,Medium,157.8209817807322
11.0,,11.418318789556855,176.09383641630572,Very High,73.51163330600093,35.50394394281807,46.17931865595065,Advanced,Partial,Semi-Arid,High,
462.0,50.55958252282087,24.67774837166747,103.33988768082851,High,53.94902347213861,14.484752486410056,43.10668843662295,None,Partial,Humid,Low,396.04273728981275
728.0,36.516414202489734,26.74988872961168,255.22168711363037,Medium,90.3916696490315,23.140908147025776,77.57296448422076,None,Complete,Semi-Arid,High,338.50491646332176
928.0,53.39684134021826,18.425321887915473,200.62956893566502,Low,37.11592888254114,33.700794821402184,25.880922623873293,Advanced,Partial,Arid,Medium,452.55611874570644
534.0,21.10287552875354,29.562002450067272,174.58359133303298,High,40.42796243973794,21.525005106525064,65.28270303292766,None,Partial,Arid,Low,434.05048536788826
148.0,52.429687819701854,29.083518052992655,83.01901090203681,High,53.41464109975958,,72.92148121826396,Advanced,Partial,Humid,High,334.5707227177285
444.0,17.03016519003333,20.150968278937796,142.50570114388398,High,80.40655831893514,6.103729328077572,5.891124188518653,Advanced,Complete,Humid,Low,192.79803134248655
703.0,33.7669912193731,28.843176075626765,100.52342042331051,,62.56558576611546,17.420104894508945,20.386927808246007,Advanced,Complete,Semi-Arid,Medium,66.933192317005
,36.34780532892966,23.28774021550573,41.099567643164136,High,66.68872097415542,31.069047553059654,19.076510699853706,None,Complete,Humid,High,141.37997358776636
62.0,24.63243289821956,24.649500113510058,187.9014988082989,Medium,47.10540674480529,13.182618858684087,8.666929357548616,Advanced,Partial,Semi-Arid,Low,76.36667080221959
910.0,,25.723392931958678,141.3872328564941,Very High,43.71478822825231,,38.95804018956174,Basic,Partial,Temperate,Low,54.23406152185037
174.0,75.02716280997345,32.90660580986241,125.6006568576116,Very High,59.88226225664242,20.943833762931774,25.678989816698127,Advanced,Complete,Humid,Medium,211.3914499952036
980.0,40.8197911324889,32.078465949053275,75.91935853829214,Low,,35.43428348338985,50.37822241425584,Advanced,Complete,Humid,Low,
858.0,35.314495698751934,16.059978123331973,171.9780444311205,Very High,79.4977871733574,24.958182145734202,15.92256757504888,Comprehensive,Complete,Humid,Low,400.45203475263395
,79.36816032221165,16.465369353258925,116.51767182838509,Very High,57.99108865625477,18.95142992178288,48.049936703352415,Advanced,Partial,Temperate,High,343.73985754611186
534.0,74.78977018647971,13.018943352083742,236.88164772496873,Low,53.05528907315923,25.123787342839485,33.66967907581795,None,Complete,Semi-Arid,Medium,67.19948748809455
943.0,55.05542693700497,34.50920078267736,26.3855263621798,Low,69.87770126707883,7.1018804887291065,,Comprehensive,Partial,Temperate,Medium,200.4886176395192
614.0,30.13237433262367,16.562573166792248,264.11083353705874,High,90.46199226232135,22.640621131427217,,Basic,,Semi-Arid,Low,233.37057557423898
433.0,56.45727442080655,,190.97712085162385,Medium,14.72306072829382,22.853014371173895,,Advanced,Partial,Arid,High,221.28640307674422
179.0,64.37866494087623,19.05399703655779,126.47191659117892,,11.567807492885802,7.255275274165529,77.55153075749705,Comprehensive,Partial,Semi-Arid,High,189.61104173688778
288.0,14.700073075701358,18.57062476834842,106.44746039053125,Low,80.0479356902291,7.299842069746118,30.666474805709854,Advanced,Complete,Temperate,Medium,123.67578118511385
474.0,94.2737685011172,25.413783114843184,298.3619379998062,Very High,,16.173615958652093,73.95286266341068,Comprehensive,Partial,Temperate,Low,447.3020114046095
826.0,5.501989993649259,,4.360196372510272,Low,82.73967329157759,28.11877180339384,,None,Complete,Temperate,High,185.64130925300321
604.0,62.62050660018576,21.85989226522171,137.04678158411457,,99.0945280906634,28.248053993784996,77.2825046442368,Comprehensive,Partial,Semi-Arid,,96.75235458565032
863.0,18.794949665481575,15.41618744838542,220.19543589154952,Very High,29.929382649168545,17.786048201312646,52.76284925177676,Basic,Partial,Semi-Arid,Low,126.29924815168475
236.0,78.67768753939113,18.42985259702548,112.07813006478807,Low,12.09201511547179,6.596115296041292,32.15690040258739,None,Partial,Temperate,Medium,
745.0,38.01166506340745,29.562172074906016,156.60408107110842,High,92.10378852848798,32.71305314636396,14.017695930621237,None,Complete,Arid,High,134.238530356902
361.0,91.67082874133035,10.085085951630399,279.7270210515348,Low,54.15071921779616,14.677243272710154,44.37434759043774,Advanced,Partial,Arid,Low,
416.0,69.37023278016167,27.88771938835378,150.11967901573604,,10.099674795650316,9.761512375898812,32.007039969417036,None,,Humid,High,97.47539818191984
205.0,49.92130529184613,12.025602773139259,251.58970576167567,Very High,80.30180300801464,10.042443266864105,62.95406547607696,None,Partial,Humid,High,182.55435888830746
889.0,16.22662413347293,15.673980625814378,246.0891877153928,Low,65.99965511063881,26.657863801136674,11.155958580317353,None,Partial,,Medium,129.4374163995129
581.0,58.23571362271224,32.502012514909296,,Low,57.57634233313421,32.69145247679767,3.9423689239387816,Basic,Complete,Temperate,Medium,449.73223818731753
484.0,48.90329000947604,26.05683030686426,245.73500798479657,Low,95.02701134426033,7.176226313105017,57.272949344239834,Basic,Complete,Arid,High,359.5789264129625
953.0,,31.248341350497142,16.08988080386087,Medium,40.27388333454159,13.759129502783432,13.573774846562756,None,Partial,Semi-Arid,Medium,372.12408909483173
,68.53352055272963,17.538038494741595,134.89804038653585,High,83.05190601215962,,26.73645185459991,None,Partial,Humid,High,260.5358721670267
417.0,51.46953174570527,33.29692313719117,299.5658064121336,Medium,40.14553882300817,5.214742255985187,39.429541519926865,,Partial,Temperate,Low,136.78721885533966
323.0,98.94077453688936,24.808820166324715,180.10225047700786,Very High,37.594325032009536,15.915498970878348,,Comprehensive,Complete,Humid,High,132.0113439447681
908.0,6.218975048598418,32.202660728260994,276.1690581483929,Low,18.08656110102202,5.190828539871244,56.16172744166434,Comprehensive,Partial,Semi-Arid,Low,341.9188479192577
831.0,40.35248043070665,,65.50917188209513,Very High,81.54666304668686,17.732155444743327,20.15453735615609,Comprehensive,Complete,Humid,High,225.67414797155715
89.0,7.670934713730048,22.996764705032014,7.940405905790071,High,,11.998779942516295,36.230127971306445,Basic,Partial,Humid,Low,101.17950829504116
985.0,91.2276278026295,29.078393060819156,283.0299901885832,Low,44.32536503691751,27.656931255269598,9.566442637788919,Basic,Partial,Arid,Medium,323.3042556723575
870.0,75.2014947605999,25.13630419182558,284.7157046423822,High,19.192871501086316,25.628931746698616,60.04854096365687,Comprehensive,Partial,Humid,Low,292.97351000522417
302.0,82.83657014862729,11.919231897971407,255.92202417955022,Medium,70.91747360223198,25.77531537636308,44.07316726866818,Basic,Complete,Temperate,,404.32546944956295
971.0,43.684807075377165,,296.18242658457746,Medium,40.83969104512481,34.29808672098103,17.619720412125012,None,Partial,Humid,Medium,409.98786377451205
261.0,20.77313637351682,21.56797679788059,129.13694592932157,Low,12.679179006526956,35.609087594573495,0.7013710867020695,Basic,Complete,Arid,High,350.55581793419026
634.0,54.861963791776766,28.757058849155634,183.31981182592028,High,29.36415436311791,32.160754408547106,36.02407735609205,Advanced,Partial,Arid,Low,372.88779315270074
980.0,51.327900152308814,13.835176239326717,165.89245990822755,Very High,59.86028719173057,35.41522434240602,16.132308273973788,Comprehensive,Partial,Humid,,407.95772463614594
873.0,77.82830770665252,28.043448156742475,137.40679289934084,Medium,32.84388148558613,20.10681780846195,52.55108894637534,Comprehensive,Partial,Humid,High,422.5047771950489
377.0,79.5566417974091,24.920078397580163,103.92312514393112,Medium,38.56074637906451,20.975763719375422,62.38879817198605,Basic,Partial,Semi-Arid,Low,413.9067095965272
361.0,89.28332448474237,19.232588549088486,226.43390407724138,Low,75.16793508178897,36.928378077308395,40.47047997493166,None,Partial,Humid,High,289.8528417910686
401.0,58.831693821675216,25.024696606974068,0.7331771566946532,High,,10.086323820017032,10.237481524220122,Comprehensive,Partial,Humid,Low,426.6763165297202
282.0,26.459177967924163,31.25000535901971,214.9499312709476,Low,68.39749216548915,37.25039491875826,77.67270272293969,Comprehensive,,Humid,Medium,140.92738173678475
841.0,11.140905605855277,23.685728245012854,257.12768918148754,,88.8483276990254,15.772299714948682,23.55327959312688,None,Complete,Semi-Arid,Low,130.12060555900803
817.0,93.3939624173443,15.655175912021004,28.306451457899982,Medium,94.6612048470772,10.222680814991577,76.57991886002952,None,Complete,Temperate,Low,350.3695197630978
851.0,,,48.19615724505031,Very High,79.6848597653907,17.425110171373912,28.067470253872415,Advanced,Complete,Temperate,High,88.39887054485786
50.0,70.65274472041435,13.189887570689347,220.4856182780104,High,90.68393054115435,17.36257261383769,9.582275617968774,Basic,Complete,Humid,Medium,270.92509928455297
693.0,67.925418591102,19.531435886839112,269.1013955061531,Medium,65.83276557818658,38.285877123676485,67.58806350542147,Basic,,Arid,Low,420.2935560250421
178.0,,19.139136928705344,200.1884831279489,High,18.3825208996415,30.790047099269845,34.337959990885096,Comprehensive,Partial,Temperate,Medium,168.62144985149874
382.0,83.61078142925756,34.916961618752936,34.08679400684965,High,98.29213229409446,19.521545128266315,45.770419519341075,None,Partial,Humid,High,192.62497813584648
500.0,24.21882118463393,12.490099022888836,26.505853042807004,Very High,35.62390230379663,24.809643639835816,8.216254838291093,Basic,Partial,Temperate,High,122.6187884101858
102.0,57.95444479533983,,107.22925287353831,High,54.12359160854749,14.149289851633442,47.10094198646963,Advanced,Partial,Arid,Medium,183.67094742115412
559.0,54.3366720843907,10.28231825243219,35.85575528965177,High,23.451368844848602,33.570660585558976,77.4428228174191,,Partial,Arid,High,125.2557451301254
888.0,91.58965154625793,20.375523213221093,,Low,23.397460067881966,21.568250269676355,18.246890403369616,Advanced,Complete,Arid,Low,276.75827401313825
303.0,94.18414002597754,,85.69982822028084,High,69.90144683466627,,42.391580171916594,Advanced,Partial,Semi-Arid,Medium,198.561036757093
